Date,Product_Name,State,Units_Sold,Stock_On_Hand,Selling_Price,Competitor_A_Price,Competitor_B_Price
2022-09-02,Toner,CA,21,127,30.0,40.0,20.0
2022-09-02,Toner,TX,17,92,30.0,40.0,20.0
2022-09-02,Toner,NY,24,75,30.0,40.0,20.0
2022-09-02,Toner,FL,16,214,30.0,40.0,20.0
2022-09-02,Toner,IL,20,240,30.0,40.0,20.0
2022-09-02,Face Serum,CA,17,96,75.0,90.0,55.0
2022-09-02,Face Serum,TX,15,155,75.0,90.0,55.0
2022-09-02,Face Serum,NY,20,62,75.0,90.0,55.0
2022-09-02,Face Serum,FL,13,64,75.0,90.0,55.0
2022-09-02,Face Serum,IL,16,179,75.0,90.0,55.0
2022-09-02,Cleanser,CA,26,239,25.0,35.0,18.0
2022-09-02,Cleanser,TX,37,64,25.0,35.0,18.0
2022-09-02,Cleanser,NY,26,263,25.0,35.0,18.0
2022-09-02,Cleanser,FL,25,299,25.0,35.0,18.0
2022-09-02,Cleanser,IL,46,303,25.0,35.0,18.0
2022-09-03,Sunscreen,CA,158,242,35.0,45.0,25.0
2022-09-03,Sunscreen,TX,135,326,35.0,45.0,25.0
2022-09-03,Sunscreen,NY,73,255,35.0,45.0,25.0
2022-09-03,Sunscreen,FL,126,400,35.0,45.0,25.0
2022-09-03,Sunscreen,IL,57,247,35.0,45.0,25.0
2022-09-03,Moisturizer,CA,43,142,50.0,60.0,35.0
2022-09-03,Moisturizer,TX,27,108,50.0,60.0,35.0
2022-09-03,Moisturizer,NY,44,175,50.0,60.0,35.0
2022-09-03,Moisturizer,FL,20,170,50.0,60.0,35.0
2022-09-03,Moisturizer,IL,69,344,50.0,60.0,35.0
2022-09-03,Toner,CA,26,101,30.0,40.0,20.0
2022-09-03,Toner,TX,20,72,30.0,40.0,20.0
2022-09-03,Toner,NY,30,245,30.0,40.0,20.0
2022-09-03,Toner,FL,22,192,30.0,40.0,20.0
2022-09-03,Toner,IL,30,210,30.0,40.0,20.0
2022-09-03,Face Serum,CA,20,76,75.0,90.0,55.0
2022-09-03,Face Serum,TX,13,142,75.0,90.0,55.0
2022-09-03,Face Serum,NY,22,190,75.0,90.0,55.0
2022-09-03,Face Serum,FL,15,49,75.0,90.0,55.0
2022-09-03,Face Serum,IL,19,160,75.0,90.0,55.0
2022-09-03,Cleanser,CA,32,207,25.0,35.0,18.0
2022-09-03,Cleanser,TX,43,271,25.0,35.0,18.0
2022-09-03,Cleanser,NY,40,223,25.0,35.0,18.0
2022-09-03,Cleanser,FL,32,267,25.0,35.0,18.0
2022-09-03,Cleanser,IL,47,256,25.0,35.0,18.0
2022-09-04,Sunscreen,CA,120,122,35.0,45.0,25.0
2022-09-04,Sunscreen,TX,104,222,35.0,45.0,25.0
2022-09-04,Sunscreen,NY,49,206,35.0,45.0,25.0
2022-09-04,Sunscreen,FL,130,270,35.0,45.0,25.0
2022-09-04,Sunscreen,IL,46,201,35.0,45.0,25.0
2022-09-04,Moisturizer,CA,20,122,50.0,60.0,35.0
2022-09-04,Moisturizer,TX,20,88,50.0,60.0,35.0
2022-09-04,Moisturizer,NY,36,139,50.0,60.0,35.0
2022-09-04,Moisturizer,FL,16,154,50.0,60.0,35.0
2022-09-04,Moisturizer,IL,47,297,50.0,60.0,35.0
2022-09-04,Toner,CA,15,86,30.0,40.0,20.0
2022-09-04,Toner,TX,12,60,30.0,40.0,20.0
2022-09-04,Toner,NY,20,225,30.0,40.0,20.0
2022-09-04,Toner,FL,13,179,30.0,40.0,20.0
2022-09-04,Toner,IL,13,197,30.0,40.0,20.0
2022-09-04,Face Serum,CA,14,62,75.0,90.0,55.0
2022-09-04,Face Serum,TX,9,133,75.0,90.0,55.0
2022-09-04,Face Serum,NY,15,175,75.0,90.0,55.0
2022-09-04,Face Serum,FL,9,190,75.0,90.0,55.0
2022-09-04,Face Serum,IL,14,146,75.0,90.0,55.0
2022-09-04,Cleanser,CA,21,186,25.0,35.0,18.0
2022-09-04,Cleanser,TX,22,249,25.0,35.0,18.0
2022-09-04,Cleanser,NY,25,198,25.0,35.0,18.0
2022-09-04,Cleanser,FL,18,249,25.0,35.0,18.0
2022-09-04,Cleanser,IL,29,227,25.0,35.0,18.0
2022-09-05,Sunscreen,CA,80,442,35.0,45.0,25.0
2022-09-05,Sunscreen,TX,74,148,35.0,45.0,25.0
2022-09-05,Sunscreen,NY,35,171,35.0,45.0,25.0
2022-09-05,Sunscreen,FL,102,168,35.0,45.0,25.0
2022-09-05,Sunscreen,IL,33,168,35.0,45.0,25.0
2022-09-05,Moisturizer,CA,17,105,50.0,60.0,35.0
2022-09-05,Moisturizer,TX,16,372,50.0,60.0,35.0
2022-09-05,Moisturizer,NY,26,113,50.0,60.0,35.0
2022-09-05,Moisturizer,FL,12,142,50.0,60.0,35.0
2022-09-05,Moisturizer,IL,33,264,50.0,60.0,35.0
2022-09-05,Toner,CA,11,75,30.0,40.0,20.0
2022-09-05,Toner,TX,8,52,30.0,40.0,20.0
2022-09-05,Toner,NY,14,211,30.0,40.0,20.0
2022-09-05,Toner,FL,10,169,30.0,40.0,20.0
2022-09-05,Toner,IL,12,185,30.0,40.0,20.0
2022-09-05,Face Serum,CA,9,53,75.0,90.0,55.0
2022-09-05,Face Serum,TX,10,123,75.0,90.0,55.0
2022-09-05,Face Serum,NY,12,163,75.0,90.0,55.0
2022-09-05,Face Serum,FL,7,183,75.0,90.0,55.0
2022-09-05,Face Serum,IL,8,138,75.0,90.0,55.0
2022-09-05,Cleanser,CA,14,172,25.0,35.0,18.0
2022-09-05,Cleanser,TX,21,228,25.0,35.0,18.0
2022-09-05,Cleanser,NY,18,180,25.0,35.0,18.0
2022-09-05,Cleanser,FL,15,234,25.0,35.0,18.0
2022-09-05,Cleanser,IL,22,205,25.0,35.0,18.0
2022-09-06,Sunscreen,CA,84,358,35.0,45.0,25.0
2022-09-06,Sunscreen,TX,94,454,35.0,45.0,25.0
2022-09-06,Sunscreen,NY,40,131,35.0,45.0,25.0
2022-09-06,Sunscreen,FL,97,471,35.0,45.0,25.0
2022-09-06,Sunscreen,IL,28,140,35.0,45.0,25.0
2022-09-06,Moisturizer,CA,13,92,50.0,60.0,35.0
2022-09-06,Moisturizer,TX,14,358,50.0,60.0,35.0
2022-09-06,Moisturizer,NY,25,88,50.0,60.0,35.0
2022-09-06,Moisturizer,FL,12,130,50.0,60.0,35.0
2022-09-06,Moisturizer,IL,32,232,50.0,60.0,35.0
2022-09-06,Toner,CA,10,65,30.0,40.0,20.0
2022-09-06,Toner,TX,11,241,30.0,40.0,20.0
2022-09-06,Toner,NY,15,196,30.0,40.0,20.0
2022-09-06,Toner,FL,10,159,30.0,40.0,20.0
2022-09-06,Toner,IL,11,174,30.0,40.0,20.0
2022-09-06,Face Serum,CA,10,43,75.0,90.0,55.0
2022-09-06,Face Serum,TX,8,115,75.0,90.0,55.0
2022-09-06,Face Serum,NY,13,150,75.0,90.0,55.0
2022-09-06,Face Serum,FL,9,174,75.0,90.0,55.0
2022-09-06,Face Serum,IL,9,129,75.0,90.0,55.0
2022-09-06,Cleanser,CA,15,157,25.0,35.0,18.0
2022-09-06,Cleanser,TX,19,209,25.0,35.0,18.0
2022-09-06,Cleanser,NY,14,166,25.0,35.0,18.0
2022-09-06,Cleanser,FL,17,217,25.0,35.0,18.0
2022-09-06,Cleanser,IL,21,184,25.0,35.0,18.0
2022-09-07,Sunscreen,CA,106,252,35.0,45.0,24.84
2022-09-07,Sunscreen,TX,81,373,35.0,45.0,24.84
2022-09-07,Sunscreen,NY,33,498,35.0,45.0,24.84
2022-09-07,Sunscreen,FL,120,351,35.0,45.0,24.84
2022-09-07,Sunscreen,IL,28,112,35.0,45.0,24.84
2022-09-07,Moisturizer,CA,18,374,50.0,60.0,34.71
2022-09-07,Moisturizer,TX,17,341,50.0,60.0,34.71
2022-09-07,Moisturizer,NY,29,359,50.0,60.0,34.71
2022-09-07,Moisturizer,FL,11,119,50.0,60.0,34.71
2022-09-07,Moisturizer,IL,34,198,50.0,60.0,34.71
2022-09-07,Toner,CA,13,52,30.0,40.0,20.13
2022-09-07,Toner,TX,11,230,30.0,40.0,20.13
2022-09-07,Toner,NY,15,181,30.0,40.0,20.13
2022-09-07,Toner,FL,10,149,30.0,40.0,20.13
2022-09-07,Toner,IL,13,161,30.0,40.0,20.13
2022-09-07,Face Serum,CA,12,181,75.0,90.0,54.25
2022-09-07,Face Serum,TX,9,106,75.0,90.0,54.25
2022-09-07,Face Serum,NY,13,137,75.0,90.0,54.25
2022-09-07,Face Serum,FL,8,166,75.0,90.0,54.25
2022-09-07,Face Serum,IL,10,119,75.0,90.0,54.25
2022-09-07,Cleanser,CA,13,144,25.0,35.0,18.05
2022-09-07,Cleanser,TX,19,190,25.0,35.0,18.05
2022-09-07,Cleanser,NY,17,149,25.0,35.0,18.05
2022-09-07,Cleanser,FL,19,198,25.0,35.0,18.05
2022-09-07,Cleanser,IL,24,160,25.0,35.0,18.05
2022-09-08,Sunscreen,CA,99,153,35.0,45.0,25.0
2022-09-08,Sunscreen,TX,97,276,35.0,45.0,25.0
2022-09-08,Sunscreen,NY,31,467,35.0,45.0,25.0
2022-09-08,Sunscreen,FL,121,230,35.0,45.0,25.0
2022-09-08,Sunscreen,IL,34,478,35.0,45.0,25.0
2022-09-08,Moisturizer,CA,18,356,50.0,60.0,35.0
2022-09-08,Moisturizer,TX,15,326,50.0,60.0,35.0
2022-09-08,Moisturizer,NY,32,327,50.0,60.0,35.0
2022-09-08,Moisturizer,FL,15,104,50.0,60.0,35.0
2022-09-08,Moisturizer,IL,36,162,50.0,60.0,35.0
2022-09-08,Toner,CA,12,240,30.0,40.0,20.0
2022-09-08,Toner,TX,12,218,30.0,40.0,20.0
2022-09-08,Toner,NY,19,162,30.0,40.0,20.0
2022-09-08,Toner,FL,11,138,30.0,40.0,20.0
2022-09-08,Toner,IL,15,146,30.0,40.0,20.0
2022-09-08,Face Serum,CA,13,168,75.0,90.0,55.0
2022-09-08,Face Serum,TX,10,96,75.0,90.0,55.0
2022-09-08,Face Serum,NY,13,124,75.0,90.0,55.0
2022-09-08,Face Serum,FL,7,159,75.0,90.0,55.0
2022-09-08,Face Serum,IL,10,109,75.0,90.0,55.0
2022-09-08,Cleanser,CA,16,128,25.0,35.0,18.0
2022-09-08,Cleanser,TX,24,166,25.0,35.0,18.0
2022-09-08,Cleanser,NY,22,127,25.0,35.0,18.0
2022-09-08,Cleanser,FL,19,179,25.0,35.0,18.0
2022-09-08,Cleanser,IL,21,139,25.0,35.0,18.0
2022-09-09,Sunscreen,CA,126,427,35.0,45.0,25.0
2022-09-09,Sunscreen,TX,91,185,35.0,45.0,25.0
2022-09-09,Sunscreen,NY,44,423,35.0,45.0,25.0
2022-09-09,Sunscreen,FL,119,111,35.0,45.0,25.0
2022-09-09,Sunscreen,IL,36,442,35.0,45.0,25.0
2022-09-09,Moisturizer,CA,23,333,50.0,60.0,35.0
2022-09-09,Moisturizer,TX,18,308,50.0,60.0,35.0
2022-09-09,Moisturizer,NY,38,289,50.0,60.0,35.0
2022-09-09,Moisturizer,FL,12,92,50.0,60.0,35.0
2022-09-09,Moisturizer,IL,34,128,50.0,60.0,35.0
2022-09-09,Toner,CA,16,224,30.0,40.0,20.0
2022-09-09,Toner,TX,13,205,30.0,40.0,20.0
2022-09-09,Toner,NY,21,141,30.0,40.0,20.0
2022-09-09,Toner,FL,11,127,30.0,40.0,20.0
2022-09-09,Toner,IL,18,128,30.0,40.0,20.0
2022-09-09,Face Serum,CA,10,158,75.0,90.0,55.0
2022-09-09,Face Serum,TX,9,87,75.0,90.0,55.0
2022-09-09,Face Serum,NY,16,108,75.0,90.0,55.0
2022-09-09,Face Serum,FL,8,151,75.0,90.0,55.0
2022-09-09,Face Serum,IL,11,98,75.0,90.0,55.0
2022-09-09,Cleanser,CA,22,106,25.0,35.0,18.0
2022-09-09,Cleanser,TX,24,142,25.0,35.0,18.0
2022-09-09,Cleanser,NY,21,106,25.0,35.0,18.0
2022-09-09,Cleanser,FL,18,161,25.0,35.0,18.0
2022-09-09,Cleanser,IL,26,113,25.0,35.0,18.0
2022-09-10,Sunscreen,CA,133,294,35.0,45.0,25.0
2022-09-10,Sunscreen,TX,104,481,35.0,45.0,25.0
2022-09-10,Sunscreen,NY,50,373,35.0,45.0,25.0
2022-09-10,Sunscreen,FL,111,400,35.0,45.0,25.0
2022-09-10,Sunscreen,IL,41,401,35.0,45.0,25.0
2022-09-10,Moisturizer,CA,25,308,50.0,60.0,35.0
2022-09-10,Moisturizer,TX,23,285,50.0,60.0,35.0
2022-09-10,Moisturizer,NY,42,247,50.0,60.0,35.0
2022-09-10,Moisturizer,FL,18,374,50.0,60.0,35.0
2022-09-10,Moisturizer,IL,41,87,50.0,60.0,35.0
2022-09-10,Toner,CA,16,208,30.0,40.0,20.0
2022-09-10,Toner,TX,14,191,30.0,40.0,20.0
2022-09-10,Toner,NY,18,123,30.0,40.0,20.0
2022-09-10,Toner,FL,11,116,30.0,40.0,20.0
2022-09-10,Toner,IL,12,116,30.0,40.0,20.0
2022-09-10,Face Serum,CA,17,141,75.0,90.0,55.0
2022-09-10,Face Serum,TX,10,77,75.0,90.0,55.0
2022-09-10,Face Serum,NY,20,88,75.0,90.0,55.0
2022-09-10,Face Serum,FL,12,139,75.0,90.0,55.0
2022-09-10,Face Serum,IL,13,85,75.0,90.0,55.0
2022-09-10,Cleanser,CA,24,82,25.0,35.0,18.0
2022-09-10,Cleanser,TX,29,113,25.0,35.0,18.0
2022-09-10,Cleanser,NY,22,84,25.0,35.0,18.0
2022-09-10,Cleanser,FL,23,138,25.0,35.0,18.0
2022-09-10,Cleanser,IL,27,86,25.0,35.0,18.0
2022-09-11,Sunscreen,CA,124,170,35.0,45.0,25.0
2022-09-11,Sunscreen,TX,96,385,35.0,45.0,25.0
2022-09-11,Sunscreen,NY,44,329,35.0,45.0,25.0
2022-09-11,Sunscreen,FL,127,273,35.0,45.0,25.0
2022-09-11,Sunscreen,IL,39,362,35.0,45.0,25.0
2022-09-11,Moisturizer,CA,27,281,50.0,60.0,35.0
2022-09-11,Moisturizer,TX,20,265,50.0,60.0,35.0
2022-09-11,Moisturizer,NY,41,206,50.0,60.0,35.0
2022-09-11,Moisturizer,FL,16,358,50.0,60.0,35.0
2022-09-11,Moisturizer,IL,48,339,50.0,60.0,35.0
2022-09-11,Toner,CA,15,193,30.0,40.0,20.0
2022-09-11,Toner,TX,15,176,30.0,40.0,20.0
2022-09-11,Toner,NY,18,105,30.0,40.0,20.0
2022-09-11,Toner,FL,9,107,30.0,40.0,20.0
2022-09-11,Toner,IL,15,101,30.0,40.0,20.0
2022-09-11,Face Serum,CA,14,127,75.0,90.0,55.0
2022-09-11,Face Serum,TX,12,65,75.0,90.0,55.0
2022-09-11,Face Serum,NY,14,74,75.0,90.0,55.0
2022-09-11,Face Serum,FL,11,128,75.0,90.0,55.0
2022-09-11,Face Serum,IL,13,72,75.0,90.0,55.0
2022-09-11,Cleanser,CA,21,61,25.0,35.0,18.0
2022-09-11,Cleanser,TX,27,86,25.0,35.0,18.0
2022-09-11,Cleanser,NY,25,309,25.0,35.0,18.0
2022-09-11,Cleanser,FL,21,117,25.0,35.0,18.0
2022-09-11,Cleanser,IL,26,310,25.0,35.0,18.0
2022-09-12,Sunscreen,CA,96,474,35.0,45.0,25.0
2022-09-12,Sunscreen,TX,81,304,35.0,45.0,25.0
2022-09-12,Sunscreen,NY,29,300,35.0,45.0,25.0
2022-09-12,Sunscreen,FL,99,174,35.0,45.0,25.0
2022-09-12,Sunscreen,IL,25,337,35.0,45.0,25.0
2022-09-12,Moisturizer,CA,16,265,50.0,60.0,35.0
2022-09-12,Moisturizer,TX,14,251,50.0,60.0,35.0
2022-09-12,Moisturizer,NY,27,179,50.0,60.0,35.0
2022-09-12,Moisturizer,FL,12,346,50.0,60.0,35.0
2022-09-12,Moisturizer,IL,30,309,50.0,60.0,35.0
2022-09-12,Toner,CA,11,182,30.0,40.0,20.0
2022-09-12,Toner,TX,10,166,30.0,40.0,20.0
2022-09-12,Toner,NY,15,90,30.0,40.0,20.0
2022-09-12,Toner,FL,6,101,30.0,40.0,20.0
2022-09-12,Toner,IL,12,89,30.0,40.0,20.0
2022-09-12,Face Serum,CA,12,115,75.0,90.0,55.0
2022-09-12,Face Serum,TX,9,56,75.0,90.0,55.0
2022-09-12,Face Serum,NY,13,61,75.0,90.0,55.0
2022-09-12,Face Serum,FL,6,122,75.0,90.0,55.0
2022-09-12,Face Serum,IL,8,64,75.0,90.0,55.0
2022-09-12,Cleanser,CA,17,294,25.0,35.0,18.0
2022-09-12,Cleanser,TX,22,64,25.0,35.0,18.0
2022-09-12,Cleanser,NY,15,294,25.0,35.0,18.0
2022-09-12,Cleanser,FL,15,102,25.0,35.0,18.0
2022-09-12,Cleanser,IL,21,289,25.0,35.0,18.0
2022-09-13,Sunscreen,CA,78,396,35.0,45.0,25.0
2022-09-13,Sunscreen,TX,86,218,35.0,45.0,25.0
2022-09-13,Sunscreen,NY,26,274,35.0,45.0,25.0
2022-09-13,Sunscreen,FL,107,467,35.0,45.0,25.0
2022-09-13,Sunscreen,IL,27,310,35.0,45.0,25.0
2022-09-13,Moisturizer,CA,17,248,50.0,60.0,35.0
2022-09-13,Moisturizer,TX,17,234,50.0,60.0,35.0
2022-09-13,Moisturizer,NY,30,149,50.0,60.0,35.0
2022-09-13,Moisturizer,FL,12,334,50.0,60.0,35.0
2022-09-13,Moisturizer,IL,36,273,50.0,60.0,35.0
2022-09-13,Toner,CA,10,172,30.0,40.0,20.0
2022-09-13,Toner,TX,11,155,30.0,40.0,20.0
2022-09-13,Toner,NY,13,77,30.0,40.0,20.0
2022-09-13,Toner,FL,11,90,30.0,40.0,20.0
2022-09-13,Toner,IL,14,75,30.0,40.0,20.0
2022-09-13,Face Serum,CA,11,104,75.0,90.0,55.0
2022-09-13,Face Serum,TX,10,46,75.0,90.0,55.0
2022-09-13,Face Serum,NY,14,47,75.0,90.0,55.0
2022-09-13,Face Serum,FL,8,114,75.0,90.0,55.0
2022-09-13,Face Serum,IL,10,54,75.0,90.0,55.0
2022-09-13,Cleanser,CA,18,276,25.0,35.0,18.0
2022-09-13,Cleanser,TX,20,294,25.0,35.0,18.0
2022-09-13,Cleanser,NY,20,274,25.0,35.0,18.0
2022-09-13,Cleanser,FL,13,89,25.0,35.0,18.0
2022-09-13,Cleanser,IL,26,263,25.0,35.0,18.0
2022-09-14,Sunscreen,CA,74,322,35.0,45.0,24.71
2022-09-14,Sunscreen,TX,88,130,35.0,45.0,24.71
2022-09-14,Sunscreen,NY,39,235,35.0,45.0,24.71
2022-09-14,Sunscreen,FL,107,360,35.0,45.0,24.71
2022-09-14,Sunscreen,IL,30,280,35.0,45.0,24.71
2022-09-14,Moisturizer,CA,15,233,50.0,60.0,34.49
2022-09-14,Moisturizer,TX,20,214,50.0,60.0,34.49
2022-09-14,Moisturizer,NY,32,117,50.0,60.0,34.49
2022-09-14,Moisturizer,FL,13,321,50.0,60.0,34.49
2022-09-14,Moisturizer,IL,31,242,50.0,60.0,34.49
2022-09-14,Toner,CA,12,160,30.0,40.0,19.8
2022-09-14,Toner,TX,11,144,30.0,40.0,19.8
2022-09-14,Toner,NY,14,63,30.0,40.0,19.8
2022-09-14,Toner,FL,10,80,30.0,40.0,19.8
2022-09-14,Toner,IL,14,61,30.0,40.0,19.8
2022-09-14,Face Serum,CA,10,94,75.0,90.0,54.04
2022-09-14,Face Serum,TX,9,187,75.0,90.0,54.04
2022-09-14,Face Serum,NY,11,186,75.0,90.0,54.04
2022-09-14,Face Serum,FL,9,105,75.0,90.0,54.04
2022-09-14,Face Serum,IL,10,44,75.0,90.0,54.04
2022-09-14,Cleanser,CA,16,260,25.0,35.0,17.94
2022-09-14,Cleanser,TX,20,274,25.0,35.0,17.94
2022-09-14,Cleanser,NY,17,257,25.0,35.0,17.94
2022-09-14,Cleanser,FL,21,68,25.0,35.0,17.94
2022-09-14,Cleanser,IL,24,239,25.0,35.0,17.94
2022-09-15,Sunscreen,CA,92,230,35.0,45.59,25.0
2022-09-15,Sunscreen,TX,96,434,35.0,45.59,25.0
2022-09-15,Sunscreen,NY,43,192,35.0,45.59,25.0
2022-09-15,Sunscreen,FL,117,243,35.0,45.59,25.0
2022-09-15,Sunscreen,IL,31,249,35.0,45.59,25.0
2022-09-15,Moisturizer,CA,18,215,50.0,59.3,35.0
2022-09-15,Moisturizer,TX,21,193,50.0,59.3,35.0
2022-09-15,Moisturizer,NY,31,86,50.0,59.3,35.0
2022-09-15,Moisturizer,FL,14,307,50.0,59.3,35.0
2022-09-15,Moisturizer,IL,40,202,50.0,59.3,35.0
2022-09-15,Toner,CA,12,148,30.0,43.96,20.0
2022-09-15,Toner,TX,12,132,30.0,43.96,20.0
2022-09-15,Toner,NY,13,250,30.0,43.96,20.0
2022-09-15,Toner,FL,9,71,30.0,43.96,20.0
2022-09-15,Toner,IL,15,246,30.0,43.96,20.0
2022-09-15,Face Serum,CA,11,83,75.0,81.27,55.0
2022-09-15,Face Serum,TX,9,178,75.0,81.27,55.0
2022-09-15,Face Serum,NY,12,174,75.0,81.27,55.0
2022-09-15,Face Serum,FL,9,96,75.0,81.27,55.0
2022-09-15,Face Serum,IL,11,183,75.0,81.27,55.0
2022-09-15,Cleanser,CA,20,240,25.0,32.1,18.0
2022-09-15,Cleanser,TX,25,249,25.0,32.1,18.0
2022-09-15,Cleanser,NY,23,234,25.0,32.1,18.0
2022-09-15,Cleanser,FL,19,299,25.0,32.1,18.0
2022-09-15,Cleanser,IL,24,215,25.0,32.1,18.0
2022-09-16,Sunscreen,CA,108,122,35.0,45.0,25.0
2022-09-16,Sunscreen,TX,97,337,35.0,45.0,25.0
2022-09-16,Sunscreen,NY,40,152,35.0,45.0,25.0
2022-09-16,Sunscreen,FL,120,123,35.0,45.0,25.0
2022-09-16,Sunscreen,IL,30,219,35.0,45.0,25.0
2022-09-16,Moisturizer,CA,21,194,50.0,60.0,35.0
2022-09-16,Moisturizer,TX,20,173,50.0,60.0,35.0
2022-09-16,Moisturizer,NY,32,354,50.0,60.0,35.0
2022-09-16,Moisturizer,FL,14,293,50.0,60.0,35.0
2022-09-16,Moisturizer,IL,34,168,50.0,60.0,35.0
2022-09-16,Toner,CA,12,136,30.0,40.0,20.0
2022-09-16,Toner,TX,13,119,30.0,40.0,20.0
2022-09-16,Toner,NY,15,235,30.0,40.0,20.0
2022-09-16,Toner,FL,9,62,30.0,40.0,20.0
2022-09-16,Toner,IL,14,232,30.0,40.0,20.0
2022-09-16,Face Serum,CA,11,72,75.0,90.0,55.0
2022-09-16,Face Serum,TX,11,167,75.0,90.0,55.0
2022-09-16,Face Serum,NY,15,159,75.0,90.0,55.0
2022-09-16,Face Serum,FL,9,87,75.0,90.0,55.0
2022-09-16,Face Serum,IL,11,172,75.0,90.0,55.0
2022-09-16,Cleanser,CA,22,218,25.0,35.0,18.0
2022-09-16,Cleanser,TX,25,224,25.0,35.0,18.0
2022-09-16,Cleanser,NY,19,215,25.0,35.0,18.0
2022-09-16,Cleanser,FL,22,277,25.0,35.0,18.0
2022-09-16,Cleanser,IL,25,190,25.0,35.0,18.0
2022-09-17,Sunscreen,CA,122,400,35.0,45.0,25.0
2022-09-17,Sunscreen,TX,110,227,35.0,45.0,25.0
2022-09-17,Sunscreen,NY,54,498,35.0,45.0,25.0
2022-09-17,Sunscreen,FL,123,400,35.0,45.0,25.0
2022-09-17,Sunscreen,IL,41,178,35.0,45.0,25.0
2022-09-17,Moisturizer,CA,28,166,50.0,60.0,35.0
2022-09-17,Moisturizer,TX,17,156,50.0,60.0,35.0
2022-09-17,Moisturizer,NY,39,315,50.0,60.0,35.0
2022-09-17,Moisturizer,FL,16,277,50.0,60.0,35.0
2022-09-17,Moisturizer,IL,48,120,50.0,60.0,35.0
2022-09-17,Toner,CA,18,118,30.0,40.0,20.0
2022-09-17,Toner,TX,16,103,30.0,40.0,20.0
2022-09-17,Toner,NY,20,215,30.0,40.0,20.0
2022-09-17,Toner,FL,14,248,30.0,40.0,20.0
2022-09-17,Toner,IL,18,214,30.0,40.0,20.0
2022-09-17,Face Serum,CA,15,57,75.0,90.0,55.0
2022-09-17,Face Serum,TX,14,153,75.0,90.0,55.0
2022-09-17,Face Serum,NY,16,143,75.0,90.0,55.0
2022-09-17,Face Serum,FL,11,76,75.0,90.0,55.0
2022-09-17,Face Serum,IL,13,159,75.0,90.0,55.0
2022-09-17,Cleanser,CA,25,193,25.0,35.0,18.0
2022-09-17,Cleanser,TX,28,196,25.0,35.0,18.0
2022-09-17,Cleanser,NY,28,187,25.0,35.0,18.0
2022-09-17,Cleanser,FL,25,252,25.0,35.0,18.0
2022-09-17,Cleanser,IL,32,158,25.0,35.0,18.0
2022-09-18,Sunscreen,CA,104,296,35.0,45.0,25.0
2022-09-18,Sunscreen,TX,120,107,35.0,45.0,25.0
2022-09-18,Sunscreen,NY,51,447,35.0,45.0,25.0
2022-09-18,Sunscreen,FL,130,270,35.0,45.0,25.0
2022-09-18,Sunscreen,IL,33,145,35.0,45.0,25.0
2022-09-18,Moisturizer,CA,20,146,50.0,60.0,35.0
2022-09-18,Moisturizer,TX,21,135,50.0,60.0,35.0
2022-09-18,Moisturizer,NY,34,281,50.0,60.0,35.0
2022-09-18,Moisturizer,FL,13,264,50.0,60.0,35.0
2022-09-18,Moisturizer,IL,35,85,50.0,60.0,35.0
2022-09-18,Toner,CA,15,103,30.0,40.0,20.0
2022-09-18,Toner,TX,14,89,30.0,40.0,20.0
2022-09-18,Toner,NY,21,194,30.0,40.0,20.0
2022-09-18,Toner,FL,13,235,30.0,40.0,20.0
2022-09-18,Toner,IL,16,198,30.0,40.0,20.0
2022-09-18,Face Serum,CA,14,43,75.0,90.0,55.0
2022-09-18,Face Serum,TX,12,141,75.0,90.0,55.0
2022-09-18,Face Serum,NY,17,126,75.0,90.0,55.0
2022-09-18,Face Serum,FL,10,66,75.0,90.0,55.0
2022-09-18,Face Serum,IL,14,145,75.0,90.0,55.0
2022-09-18,Cleanser,CA,23,170,25.0,35.0,18.0
2022-09-18,Cleanser,TX,26,170,25.0,35.0,18.0
2022-09-18,Cleanser,NY,23,164,25.0,35.0,18.0
2022-09-18,Cleanser,FL,23,229,25.0,35.0,18.0
2022-09-18,Cleanser,IL,26,132,25.0,35.0,18.0
2022-09-19,Sunscreen,CA,74,222,35.0,45.0,25.0
2022-09-19,Sunscreen,TX,66,441,35.0,45.0,25.0
2022-09-19,Sunscreen,NY,31,416,35.0,45.0,25.0
2022-09-19,Sunscreen,FL,103,167,35.0,45.0,25.0
2022-09-19,Sunscreen,IL,27,118,35.0,45.0,25.0
2022-09-19,Moisturizer,CA,18,128,50.0,60.0,35.0
2022-09-19,Moisturizer,TX,15,120,50.0,60.0,35.0
2022-09-19,Moisturizer,NY,26,255,50.0,60.0,35.0
2022-09-19,Moisturizer,FL,10,254,50.0,60.0,35.0
2022-09-19,Moisturizer,IL,31,354,50.0,60.0,35.0
2022-09-19,Toner,CA,11,92,30.0,40.0,20.0
2022-09-19,Toner,TX,11,78,30.0,40.0,20.0
2022-09-19,Toner,NY,14,180,30.0,40.0,20.0
2022-09-19,Toner,FL,9,226,30.0,40.0,20.0
2022-09-19,Toner,IL,11,187,30.0,40.0,20.0
2022-09-19,Face Serum,CA,11,182,75.0,90.0,55.0
2022-09-19,Face Serum,TX,8,133,75.0,90.0,55.0
2022-09-19,Face Serum,NY,12,114,75.0,90.0,55.0
2022-09-19,Face Serum,FL,9,57,75.0,90.0,55.0
2022-09-19,Face Serum,IL,10,135,75.0,90.0,55.0
2022-09-19,Cleanser,CA,16,154,25.0,35.0,18.0
